minint,maxint,rangeint,meanint,jitter,shimmer,pitch,maxf1,meanf1,maxf2,meanf2,meanHarmonicity,dx
-1.1066105140298457,83.92397947246901,85.03058998649885,71.58176513296846,0.00747,0.11807000000000001,171.4991094935718,2226.9317294204934,773.8668962882729,3967.1713577095957,1801.6519209213611,--undefined--,0
41.559644775756304,86.12970712072968,44.57006234497337,72.52619300940238,0.00895,0.1968,225.93945396696904,2930.529742761625,1246.5132032021797,4107.236578206114,2422.4374467221123,-0.7342907519293673,0
33.95436367974553,78.9606320759286,45.00626839618307,66.72078191428201,0.01369,0.12699,118.55609390006057,2622.938256125867,822.5878742674673,4120.452472656292,1957.9316350737504,--undefined--,0
-4.46897597706098,83.50135851323925,87.97033449030023,74.09403288787301,0.010249999999999999,0.0895,196.8651706094991,2850.875487590908,696.6284954326309,4132.152815715236,1916.0407439470528,--undefined--,0
56.6266332635963,83.84476462237565,27.218131358779353,74.40386782093854,0.006350000000000001,0.15153,176.8049514391036,2978.9754870873526,759.6180727411208,3880.324490628322,2116.483298981396,-3.2937986371269483,0
-0.7627059222191683,82.42799888802438,83.19070481024355,71.54026619968985,0.01561,0.13106,91.59893229670239,2799.458913018483,681.890026747667,3937.6399536837143,1941.2654752536876,--undefined--,0
-1.6037053655580273,80.53393502808582,82.13764039364385,68.47540191305197,0.0091,0.13928000000000001,123.74555107417565,3090.5899197400613,664.5407247722203,4210.227555317224,1879.9231986718494,--undefined--,0
38.54184963071465,81.59637641402762,43.054526783312966,65.1391436736737,0.01433,0.14545,90.34921336746585,2497.602267164559,871.5125291977567,3333.216323272236,2066.5911407914423,2.0917438768852645,0
-6.889747572964653,81.61349501877145,88.5032425917361,69.46899929363997,0.00694,0.10712999999999999,236.46931320123988,2270.3707447975976,734.6645447785421,3458.731915686779,1926.2591840413877,-0.17139061788156512,0
41.686135726256296,81.08561542623816,39.39947969998187,68.84755461969951,0.01769,0.15633,96.16820391123161,2906.479462843816,844.3414206191613,4194.105227538591,1979.3673531109102,--undefined--,0
-4.251196755047437,86.26749506525168,90.51869182029911,77.50263626052501,0.018580000000000003,0.12832000000000002,101.33733785334363,2381.6145603359737,815.2527568065399,3468.5660099413567,1927.7620755681094,--undefined--,0
-1.4002724631335974,84.62563795630302,86.02591041943663,71.67425138850399,0.00782,0.11726000000000002,219.61847751473687,2423.825343981481,621.548873741138,3850.4985758901616,1919.9401802436216,8.172014554004187,0
46.875561564552754,83.05007222040662,36.174510655853865,69.77354815727152,0.00623,0.14993,206.65119722278044,2314.3210498658354,599.1277095660189,3713.797172488893,1839.3218976832609,-2.2581097275583155,0
19.03174814976217,81.79540025939346,62.763652109631295,71.36301057025204,0.0212,0.13529,108.41598185218984,3241.7508217811164,832.7193629152385,4187.733370291332,2070.914367990581,--undefined--,0
4.777501416732966,81.77914258624556,77.0016411695126,69.59153081457154,0.00692,0.08416,187.17709608288783,3014.8801910904936,773.5643862430343,3789.665732960524,2019.2220129810203,--undefined--,0
31.89050230307948,80.9640798980275,49.07357759494803,67.19532108845374,0.01809,0.13549,91.79967972949918,3059.752674669039,1248.0789895964276,4100.509966662094,2394.23620608258,10.163319464281734,0
0.7017745080920916,83.1071490510898,82.40537454299772,71.62101578031367,0.006840000000000001,0.10784,202.13183991444177,3014.835004499622,868.4997248736937,3756.5794214098046,2040.3020782295223,-2.1357569741880464,0
29.274628656490055,80.90279159876357,51.62816294227352,70.39352326252073,0.008790000000000001,0.11015000000000001,194.72894444012584,2666.360074847756,706.5460737083174,3634.204738317396,1916.3915337324624,0.8719915355781948,0
-3.17401387321718,80.14365198049968,83.31766585371686,67.0394658172754,0.01528,0.13377,124.40449369946425,2885.6874360317506,842.7358113379714,3989.0644771872257,2031.1463748795943,--undefined--,0
-7.2590907586421105,83.48628928240984,90.74538004105196,72.4268587872493,0.015420000000000001,0.14589000000000002,117.31201256844732,2660.8170558227325,624.2120964880124,4023.960168034363,1793.285647437824,--undefined--,0
-1.4066368773510733,79.56033769129526,80.96697456864634,67.92785063263787,0.01053,0.10485,149.02325891070402,2932.1006621121105,899.2691129879436,4012.215500884833,2110.10475104145,2.437502221713967,1
34.733940752718105,81.72147518354943,46.987534430831325,66.14613576819457,0.00843,0.12089000000000001,140.12667064381574,2201.509786671853,738.4926789047455,3386.2477440597318,1789.6816169629765,-11.576110848812291,1
27.81312596842333,83.75307974221707,55.93995377379374,70.76075867514805,0.01134,0.11791,119.73139277630054,2632.7726363188485,906.2255251104727,3825.194419222058,2001.7408420261843,--undefined--,1
39.85997539447907,84.05100361502812,44.19102822054905,67.52287272723473,0.00903,0.14844,235.85435539044383,3029.1111008574812,826.7372188783531,3411.313530418614,2100.3484149908577,--undefined--,1
21.09902788577899,84.92693146613145,63.827903580352455,71.2244804088551,0.011080000000000001,0.14186,193.91593572637032,3182.8678580524215,693.520689534884,3810.3717062787255,1991.6811414502777,--undefined--,1
0.08598449404837288,82.96398802770727,82.8780035336589,70.7610247086354,0.0054800000000000005,0.13392,201.23681153153112,2515.881495618291,754.7810835621963,3979.4536297430564,2031.445861768292,-2.98199425438697,1
-1.3797036983737412,85.67293337843822,87.05263707681196,65.60709649032748,0.00873,0.10260999999999999,111.47815543599285,2336.69553676681,733.7104906874802,3339.0557484099377,1837.205551134907,6.373857084535921,1
45.42663936285738,79.8499973991117,34.42335803625432,69.16363708566573,0.007980000000000001,0.12295,225.09407513090403,2734.401029691655,837.7047341624952,3473.2785867487455,1992.3042840813346,6.832223337921276,1
-1.4464605448456926,81.14449613165087,82.59095667649656,66.89788908576452,0.010029999999999999,0.146,127.53265437404075,2917.2375119738435,819.5690198752981,4020.504144436024,2011.4258331112303,14.86518110538828,1
40.39277616799743,84.74872907149094,44.35595290349351,73.2426738144254,0.00623,0.09435,189.07388311721485,2710.145214215847,973.2206352271803,3978.10144033994,2154.36239679126,0.2673611663360512,1
-0.9451481075726509,85.28972972597725,86.2348778335499,69.46094762310396,0.00703,0.09948000000000001,212.117767093478,2784.642437632768,791.1269031498598,3980.892414399469,2045.5039983698084,-2.065430578095611,1
49.64744581642911,84.60451659391889,34.957070777489776,74.19794698323177,0.01114,0.12947,134.14006728132014,2509.2462258311884,803.8273902266781,4114.0575301016825,1987.7963363109213,--undefined--,1
19.1287849593824,84.01204500485528,64.88326004547288,72.79338368651108,0.01375,0.15353999999999998,127.81429103717609,3021.1869905694953,685.9738373296967,3904.4143163468084,1928.089578276084,--undefined--,1
17.997998895100448,81.66585190323276,63.66785300813231,70.75573885738726,0.00857,0.11441000000000001,195.27868062889746,3060.707007025619,711.4153916198064,4044.4577747492585,1985.26269113616,--undefined--,1
-2.295175609627558,81.34611488068067,83.64129049030824,68.07333257536439,0.00936,0.15002000000000001,178.35569807818504,3304.76155390849,932.6870965149624,3993.816694285889,2027.1823893261442,-1.6363883698038801,1
-6.593574915888229,83.89880815018068,90.49238306606891,67.93977869461179,0.01174,0.18641,148.93667402700584,2943.8985408450235,860.6040502987593,3972.798707987916,1811.8690776127646,-2.07653587834734,1
28.454918219618442,83.49612440408917,55.04120618447073,69.82466728363275,0.010920000000000001,0.12225,194.1152362094136,2775.912362946676,704.6568971797959,3961.5936308971823,1882.4002529728684,-4.380441066729529,1
-6.019570237868848,86.18524927699772,92.20481951486657,74.50569400020284,0.01113,0.12666,137.13140688959004,2864.71987135312,1045.2113579145746,3868.8522125687673,2185.6149311438585,--undefined--,1
-1.1092991687854075,81.41584563711723,82.52514480590264,68.62777999721696,0.00856,0.09217,203.98484793212526,2737.9311579907026,780.6413367743005,3972.635661914594,1966.2551660041743,-7.544899459314087,1
-3.748109852267112,81.89283860559614,85.64094845786325,69.21760769040893,0.014199999999999999,0.1092,117.65817982131716,2723.7689053982645,923.4796735154206,3768.656193220994,2133.165133357964,--undefined--,1
